Date,Open,High,Low,Close,Adj Close,Volume
2020-05-27,25298.63,25551.56,25009.87,25548.27,25548.27,411230000
2020-05-28,25697.36,25758.79,25358.73,25400.64,25400.64,377800000
2020-05-29,25324.15,25482.8,25031.67,25383.11,25383.11,527620000
2020-06-01,25342.99,25508.83,25220.66,25475.02,25475.02,338310000
2020-06-02,25582.52,25743.13,25523.74,25742.65,25742.65,352610000
2020-06-03,25906.88,26337.75,25906.88,26269.89,26269.89,398790000
2020-06-04,26226.49,26384.1,26082.31,26281.82,26281.82,372190000
2020-06-05,26836.8,27338.3,26836.8,27110.98,27110.98,542310000
2020-06-08,27232.93,27580.21,27232.48,27572.44,27572.44,430200000
2020-06-09,27447.37,27447.37,27151.06,27272.3,27272.3,381430000
2020-06-10,27251.89,27355.22,26938.05,26989.99,26989.99,448930000
2020-06-11,26282.51,26294.08,25082.72,25128.17,25128.17,647780000
2020-06-12,25659.42,25965.55,25078.41,25605.54,25605.54,514440000
2020-06-15,25270.39,25891.58,24843.18,25763.16,25763.16,461230000
2020-06-16,26326.68,26611.03,25811.7,26289.98,26289.98,489500000
2020-06-17,26330.52,26400.07,26068.41,26119.61,26119.61,328830000
2020-06-18,26016.45,26154.2,25848.53,26080.1,26080.1,328390000
2020-06-19,26213.1,26451.44,25759.66,25871.46,25871.46,669390000
2020-06-22,25865.08,26059.81,25667.68,26024.96,26024.96,351780000
2020-06-23,26159.39,26314.97,26105.97,26156.1,26156.1,389980000
2020-06-24,25992.96,25992.96,25296.73,25445.94,25445.94,450120000
2020-06-25,25365.22,25769.61,25209.79,25745.6,25745.6,384560000
2020-06-26,25641.69,25641.69,24971.03,25015.55,25015.55,640860000
2020-06-29,25152.45,25601.15,25096.16,25595.8,25595.8,378070000
2020-06-30,25512.43,25905.38,25475.14,25812.88,25812.88,410780000
2020-07-01,25879.38,26019.31,25713.61,25734.97,25734.97,373180000
2020-07-02,25936.45,26204.41,25778.12,25827.36,25827.36,349130000
2020-07-06,25996.08,26297.53,25996.08,26287.03,26287.03,340690000
2020-07-07,26172.01,26174.93,25866.58,25890.18,25890.18,346820000
2020-07-08,25950.06,26109.49,25816.25,26067.28,26067.28,337300000
2020-07-09,26094.92,26103.28,25523.51,25706.09,25706.09,387610000
2020-07-10,25690.35,26101.32,25637.5,26075.3,26075.3,338170000
2020-07-13,26225.07,26639.09,26044.23,26085.8,26085.8,425320000
2020-07-14,26044.17,26690.52,25994.98,26642.59,26642.59,401640000
2020-07-15,27009.81,27071.33,26692.48,26870.1,26870.1,384900000
2020-07-16,26746.57,26879.16,26590.01,26734.71,26734.71,287330000
2020-07-17,26774.62,26808.43,26619.88,26671.95,26671.95,296460000
2020-07-20,26660.29,26765.02,26504.2,26680.87,26680.87,309390000
2020-07-21,26833.14,27025.38,26766.22,26840.4,26840.4,364930000
2020-07-22,26824.56,27035.24,26794.19,27005.84,27005.84,404340000
2020-07-23,26955.97,26973.85,26560.04,26652.33,26652.33,419800000
2020-07-24,26533.41,26625.7,26402.86,26469.89,26469.89,494170000
2020-07-27,26447.67,26625.46,26426.92,26584.77,26584.77,400930000
2020-07-28,26529.45,26556.84,26361.71,26379.28,26379.28,361090000
2020-07-29,26388.44,26602.45,26375.39,26539.57,26539.57,347580000
2020-07-30,26367.42,26374.93,25992.28,26313.65,26313.65,351540000
2020-07-31,26409.33,26440.02,26013.59,26428.32,26428.32,488050000
2020-08-03,26542.32,26707.26,26534.38,26664.4,26664.4,439380000
2020-08-04,26664.61,26832.72,26597.82,26828.47,26828.47,346350000
2020-08-05,26924.78,27221.67,26924.78,27201.52,27201.52,366000000
2020-08-06,27170.82,27394.1,27145.25,27386.98,27386.98,322460000
2020-08-07,27321.68,27456.24,27223.55,27433.48,27433.48,321170000
2020-08-10,27488.21,27803.86,27488.21,27791.44,27791.44,360340000
2020-08-11,27961.64,28154.88,27624.51,27686.91,27686.91,428220000
2020-08-12,27860.24,28043.89,27843.32,27976.84,27976.84,340210000
2020-08-13,27922.51,27986.1,27789.78,27896.72,27896.72,360160000
2020-08-14,27828.93,27977.81,27759.39,27931.02,27931.02,275540000
2020-08-17,27970.05,27999.81,27816.4,27844.91,27844.91,286860000
2020-08-18,27853.48,27891.12,27668.79,27778.07,27778.07,276170000
2020-08-19,27811.26,27920.42,27647.67,27692.88,27692.88,311460000
2020-08-20,27622.68,27781.46,27526.25,27739.73,27739.73,304550000
2020-08-21,27758.13,27959.48,27686.78,27930.33,27930.33,372720000
2020-08-24,28077.58,28314.94,28041.75,28308.46,28308.46,383880000
2020-08-25,28347.42,28400.74,28094.57,28248.44,28248.44,338420000
2020-08-26,28257.88,28353.8,28153.91,28331.92,28331.92,327070000
2020-08-27,28384.07,28634.22,28363.93,28492.27,28492.27,404340000
2020-08-28,28601.29,28733.35,28487.98,28653.87,28653.87,369740000
2020-08-31,28643.66,28643.66,28363.55,28430.05,28430.05,517320000
2020-09-01,28439.61,28659.26,28290.72,28645.66,28645.66,423410000
2020-09-02,28736.79,29162.88,28713.53,29100.5,29100.5,539510000
2020-09-03,29090.7,29199.35,28074.76,28292.73,28292.73,650080000
2020-09-04,28341.05,28539.75,27664.68,28133.31,28133.31,694640000
2020-09-08,27925.23,27925.23,27464.9,27500.89,27500.89,580860000
2020-09-09,27711.71,28206.21,27704.54,27940.47,27940.47,460590000
2020-09-10,28022.51,28174.78,27447.08,27534.58,27534.58,442850000
2020-09-11,27613.86,27828.82,27448.15,27665.64,27665.64,435330000
2020-09-14,27718.74,28086.06,27718.74,27993.33,27993.33,380750000
2020-09-15,28139.76,28231.06,27931.45,27995.6,27995.6,414520000
2020-09-16,28031.69,28364.77,28021.67,28032.38,28032.38,416650000
2020-09-17,27834.18,28056.79,27647.93,27901.98,27901.98,437230000
2020-09-18,27864.87,27946.69,27487.97,27657.42,27657.42,698710000
2020-09-21,27484.71,27484.71,26715.15,27147.7,27147.7,523660000
2020-09-22,27170.34,27333.09,26989.93,27288.18,27288.18,420720000
2020-09-23,27413.6,27464.46,26716.12,26763.13,26763.13,459470000
2020-09-24,26716.09,27094.85,26537.01,26815.44,26815.44,447810000
2020-09-25,26694.51,27239.29,26635.38,27173.96,27173.96,388900000
2020-09-28,27362.14,27722.6,27362.14,27584.06,27584.06,401860000
2020-09-29,27560.24,27605.6,27338.09,27452.66,27452.66,303820000
2020-09-30,27514.64,28026.33,27511.06,27781.7,27781.7,452550000
2020-10-01,27940.63,28041.46,27669.26,27816.9,27816.9,373450000
2020-10-02,27536.39,27861.43,27382.94,27682.81,27682.81,392770000
2020-10-05,27825.42,28162.64,27825.42,28148.64,28148.64,318210000
2020-10-06,28214.24,28354.48,27728.03,27772.76,27772.76,435030000
2020-10-07,27971.36,28369.66,27971.36,28303.46,28303.46,328750000
2020-10-08,28348.86,28459.13,28265.56,28425.51,28425.51,314750000
2020-10-09,28533.61,28676.29,28440.63,28586.9,28586.9,324050000
2020-10-12,28671.12,28957.9,28659.67,28837.52,28837.52,493680000
2020-10-13,28764.95,28808.84,28604.35,28679.81,28679.81,526110000
2020-10-14,28731.3,28792.56,28461.73,28514,28514,370800000
2020-10-15,28323.4,28535.85,28181.54,28494.2,28494.2,328940000
2020-10-16,28570.72,28842.9,28570.72,28606.31,28606.31,356140000
2020-10-19,28633.55,28711.93,28139.4,28195.42,28195.42,358700000
2020-10-20,28245.85,28575.03,28243.04,28308.79,28308.79,350220000
2020-10-21,28270.66,28450.64,28196.39,28210.82,28210.82,299420000
2020-10-22,28197.42,28421.31,28040.18,28363.66,28363.66,330320000
2020-10-23,28409.65,28436.52,28149.82,28335.57,28335.57,347300000
2020-10-26,28185.82,28185.82,27370.16,27685.38,27685.38,404150000
2020-10-27,27651.18,27707.69,27457.96,27463.19,27463.19,366400000
2020-10-28,27102.14,27102.14,26497.39,26519.95,26519.95,496150000
2020-10-29,26480.98,26891.89,26290.78,26659.11,26659.11,419770000
2020-10-30,26572.27,26639.18,26143.77,26501.6,26501.6,504820000
2020-11-02,26691.28,27043.48,26691.28,26925.05,26925.05,379990000
2020-11-03,27138.69,27640.21,27138.69,27480.03,27480.03,350980000
2020-11-04,27512.83,28301.5,27512.83,27847.66,27847.66,447860000
2020-11-05,28083.37,28495.05,28083.37,28390.18,28390.18,390140000
2020-11-06,28399.13,28431.96,28189.5,28323.4,28323.4,326710000
2020-11-09,29467.9,29933.83,29130.66,29157.97,29157.97,673310000
2020-11-10,29254.17,29478.86,29126.99,29420.92,29420.92,526980000
2020-11-11,29524.35,29593.11,29281.22,29397.63,29397.63,376700000
2020-11-12,29231.91,29311.83,28902.13,29080.17,29080.17,369320000
2020-11-13,29203.9,29559.25,29203.9,29479.81,29479.81,348810000
2020-11-16,29672.36,29964.29,29672.36,29950.44,29950.44,418290000
2020-11-17,29800.15,29872.42,29520.29,29783.35,29783.35,372380000
2020-11-18,29875.4,29930.85,29432.84,29438.42,29438.42,382850000
2020-11-19,29370.92,29524.9,29228.38,29483.23,29483.23,331330000
2020-11-20,29437.57,29469.89,29231.2,29263.48,29263.48,305350000
2020-11-23,29332.82,29667.75,29332.82,29591.27,29591.27,387200000
2020-11-24,29746.11,30116.51,29746.11,30046.24,30046.24,432760000
2020-11-25,30058.87,30058.87,29806.25,29872.47,29872.47,323030000
2020-11-27,29911.33,30015.13,29819.98,29910.37,29910.37,177040000
2020-11-30,29854.51,29854.51,29463.64,29638.64,29638.64,551350000
2020-12-01,29797.5,30083.31,29797.5,29823.92,29823.92,429510000
2020-12-02,29695.09,29902.51,29599.29,29883.79,29883.79,385280000
2020-12-03,29920.83,30110.88,29877.27,29969.52,29969.52,405680000
2020-12-04,29989.56,30218.26,29989.56,30218.26,30218.26,356590000
2020-12-07,30233.03,30233.03,29967.22,30069.79,30069.79,365810000
2020-12-08,29997.95,30246.22,29972.07,30173.88,30173.88,311190000
2020-12-09,30229.81,30319.7,29951.85,30068.81,30068.81,380520000
2020-12-10,30032.55,30063.87,29876.82,29999.26,29999.26,325550000
2020-12-11,29988.21,30071.13,29820.84,30046.37,30046.37,393870000
2020-12-14,30123.91,30325.79,29849.15,29861.55,29861.55,371980000
2020-12-15,29919.09,30243.26,29894.95,30199.31,30199.31,417770000
2020-12-16,30191.38,30236.03,30080.11,30154.54,30154.54,344590000
2020-12-17,30216,30323.78,30216,30303.37,30303.37,345530000
2020-12-18,30314.26,30343.59,30029.44,30179.05,30179.05,782070000
2020-12-21,30159,30304.14,29755.53,30216.45,30216.45,437480000
2020-12-22,30200.2,30200.2,29992.89,30015.51,30015.51,388810000
2020-12-23,30046.73,30292.53,30046.73,30129.83,30129.83,274050000
2020-12-24,30155.92,30209.67,30099.3,30199.87,30199.87,145570000
2020-12-28,30283.23,30525.56,30283.23,30403.97,30403.97,302490000
2020-12-29,30492.07,30588.79,30274.24,30335.67,30335.67,357610000
2020-12-30,30415.09,30525.35,30393.04,30409.56,30409.56,291890000
2020-12-31,30417.64,30637.47,30344.5,30606.48,30606.48,284470000
2021-01-04,30627.47,30674.28,29881.82,30223.89,30223.89,475080000
2021-01-05,30204.25,30504.89,30141.78,30391.6,30391.6,350910000
2021-01-06,30362.78,31022.65,30313.07,30829.4,30829.4,500430000
2021-01-07,30901.18,31193.4,30897.86,31041.13,31041.13,427810000
2021-01-08,31069.58,31140.67,30793.27,31097.97,31097.97,381150000
2021-01-11,31015.37,31096.98,30832.06,31008.69,31008.69,356540000
2021-01-12,31015.01,31114.56,30888.76,31068.69,31068.69,362620000
2021-01-13,31084.88,31153.37,30992.05,31060.47,31060.47,413250000
2021-01-14,31085.67,31223.78,30982.24,30991.52,30991.52,427810000
2021-01-15,30926.77,30941.98,30612.67,30814.26,30814.26,433000000
2021-01-19,30887.42,31086.62,30865.03,30930.52,30930.52,386400000
2021-01-20,31017.54,31235.98,30997.79,31188.38,31188.38,384980000
2021-01-21,31198.01,31272.22,31120.92,31176.01,31176.01,418780000
2021-01-22,31141.56,31141.56,30908.47,30996.98,30996.98,436040000
2021-01-25,30989.85,30989.85,30564.06,30960,30960,472890000
2021-01-26,30968.55,31121.42,30921.71,30937.04,30937.04,373150000
2021-01-27,30893.78,30893.78,30206.91,30303.17,30303.17,566470000
2021-01-28,30377.19,30951.41,30377.19,30603.36,30603.36,465140000
2021-01-29,30553.91,30553.91,29856.3,29982.62,29982.62,536320000
2021-02-01,30054.73,30335.91,30014.97,30211.91,30211.91,347060000
2021-02-02,30276.88,30840.54,30276.88,30687.48,30687.48,333160000
2021-02-03,30689.65,30793.41,30521.31,30723.6,30723.6,305590000
2021-02-04,30737.78,31065.96,30737.78,31055.86,31055.86,338330000
2021-02-05,31093.81,31252.18,31083.22,31148.24,31148.24,293550000
2021-02-08,31191.2,31386.1,31191.2,31385.76,31385.76,322250000
2021-02-09,31359.88,31439.47,31245.86,31375.83,31375.83,308210000
2021-02-10,31428.02,31511.44,31221.32,31437.8,31437.8,326450000
2021-02-11,31466.49,31543.82,31244.36,31430.7,31430.7,280320000
2021-02-12,31420.8,31475.31,31347.8,31458.4,31458.4,263090000
2021-02-16,31472.08,31608.63,31443.48,31522.75,31522.75,329210000
2021-02-17,31485.61,31643.7,31338.76,31613.02,31613.02,343510000
2021-02-18,31558.6,31558.6,31285.32,31493.34,31493.34,325990000
2021-02-19,31504.13,31647.53,31469.34,31494.32,31494.32,353070000
2021-02-22,31381.12,31653.48,31286.57,31521.69,31521.69,387210000
2021-02-23,31501.89,31653.38,31158.76,31537.35,31537.35,460410000
2021-02-24,31499.75,32009.64,31421.29,31961.86,31961.86,410150000
2021-02-25,31955.94,31984.77,31293.32,31402.01,31402.01,454110000
2021-02-26,31401.29,31450.89,30911.37,30932.37,30932.37,532250000
2021-03-01,31065.9,31668.34,31065.9,31535.51,31535.51,385670000
2021-03-02,31535.37,31623.27,31377.16,31391.52,31391.52,337270000
2021-03-03,31352.96,31563.31,31260.14,31270.09,31270.09,409660000
2021-03-04,31289.01,31461.97,30547.53,30924.14,30924.14,537850000
2021-03-05,31029.18,31580.33,30766.81,31496.3,31496.3,501810000
2021-03-08,31512.15,32148.04,31512.15,31802.44,31802.44,496980000
2021-03-09,31892.35,32150.32,31822.64,31832.74,31832.74,458690000
2021-03-10,31906.96,32389.5,31906.96,32297.02,32297.02,409110000
2021-03-11,32354.5,32661.59,32345.7,32485.59,32485.59,400020000
2021-03-12,32462.4,32793.32,32462.4,32778.64,32778.64,346400000
2021-03-15,32798.84,32973.4,32629.75,32953.46,32953.46,360080000
2021-03-16,32966.75,32966.75,32778.23,32825.95,32825.95,386370000
2021-03-17,32825.52,33047.58,32782.18,33015.37,33015.37,391200000
2021-03-18,32928.16,33227.78,32831.25,32862.3,32862.3,418480000
2021-03-19,32858.36,32858.36,32505.07,32627.97,32627.97,811890000
2021-03-22,32601.82,32810.35,32512.53,32731.2,32731.2,383500000
2021-03-23,32691.5,32753.77,32356.28,32423.15,32423.15,385840000
2021-03-24,32470.88,32787.99,32418.15,32420.06,32420.06,399390000
2021-03-25,32346.81,32672.69,32071.41,32619.48,32619.48,411990000
2021-03-26,32681.07,33098.83,32681.07,33072.88,33072.88,382170000
2021-03-29,33087.55,33259,32905.13,33171.37,33171.37,351610000
2021-03-30,33127.88,33170.93,32988.92,33066.96,33066.96,307510000
2021-03-31,33116.04,33173.77,32980.57,32981.55,32981.55,414140000
2021-04-01,33054.58,33167.17,32985.35,33153.21,33153.21,311880000
2021-04-05,33222.38,33617.95,33222.38,33527.19,33527.19,344270000
2021-04-06,33500.02,33544.79,33380.43,33430.24,33430.24,297940000
2021-04-07,33444.98,33521.76,33347.96,33446.26,33446.26,273440000
2021-04-08,33469.89,33506.8,33342.64,33503.57,33503.57,304040000
2021-04-09,33526.19,33810.87,33526.19,33800.6,33800.6,316410000
2021-04-12,33775.06,33786.19,33665.54,33745.4,33745.4,327370000
2021-04-13,33721.16,33741.64,33545.84,33677.27,33677.27,324480000
2021-04-14,33668.95,33911.25,33668.95,33730.89,33730.89,315330000
2021-04-15,33788.53,34068.73,33788.53,34035.99,34035.99,319680000
2021-04-16,34058.16,34256.75,34058.16,34200.67,34200.67,343760000
2021-04-19,34182.38,34182.38,33980.56,34077.63,34077.63,312540000
2021-04-20,34034.18,34034.18,33687.01,33821.3,33821.3,350960000
2021-04-21,33808.3,34160.34,33773.8,34137.31,34137.31,290300000
2021-04-22,34109.88,34126.57,33717.19,33815.9,33815.9,344470000
2021-04-23,33804.52,34157.57,33713.29,34043.49,34043.49,346380000
2021-04-26,34044.23,34148.94,33941.37,33981.57,33981.57,279300000
2021-04-27,33932.13,34043.98,33870.46,33984.93,33984.93,289030000
2021-04-28,33860.46,33946.6,33805.56,33820.38,33820.38,335820000
2021-04-29,33855.64,34087.21,33744.28,34060.36,34060.36,408450000
2021-04-30,33988.75,33988.75,33784.96,33874.85,33874.85,374890000
2021-05-03,33904.89,34221.06,33904.89,34113.23,34113.23,289770000
2021-05-04,34080.2,34147.78,33765.68,34133.03,34133.03,407860000
2021-05-05,34163.99,34331.2,34039.66,34230.34,34230.34,253180000
2021-05-06,34245.11,34561.29,34185.06,34548.53,34548.53,315430000
2021-05-07,34578.27,34811.39,34464.31,34777.76,34777.76,303400000
2021-05-10,34785.27,35091.56,34741.57,34742.82,34742.82,361620000
2021-05-11,34572.74,34572.74,34075.31,34269.16,34269.16,413180000
2021-05-12,34206.4,34207.87,33555.22,33587.66,33587.66,381350000
2021-05-13,33624.74,34181.77,33623.49,34021.45,34021.45,350820000
2021-05-14,34050.86,34454.05,34050.86,34382.13,34382.13,303230000
2021-05-17,34375.29,34383.84,34176.65,34327.79,34327.79,291910000
2021-05-18,34351.18,34408.99,34044.1,34060.66,34060.66,289590000
2021-05-19,33945.81,33945.81,33473.8,33896.04,33896.04,348480000
2021-05-20,33906.3,34233.4,33872.41,34084.15,34084.15,320150000
2021-05-21,34121.91,34415.48,34121.91,34207.84,34207.84,306360000
2021-05-24,34253.87,34472.51,34253.87,34393.98,34393.98,251010000
2021-05-25,34428.66,34511.35,34266.03,34312.46,34312.46,285760000
2021-05-26,34336.34,34409.59,34271.44,34323.05,34323.05,258780000
2021-05-27,34432.47,34608.82,34389.24,34464.64,34464.64,520630000
2021-05-28,34558.5,34631.11,34520.09,34529.45,34529.45,290850000
2021-06-01,34584.19,34849.32,34542.87,34575.31,34575.31,287700000
2021-06-02,34614.62,34706.65,34545.96,34600.38,34600.38,263810000
2021-06-03,34550.31,34667.41,34334.41,34577.04,34577.04,297380000
2021-06-04,34618.69,34772.12,34618.69,34756.39,34756.39,270050000
2021-06-07,34766.2,34820.91,34574.51,34630.24,34630.24,259120000
2021-06-08,34645.84,34665.38,34452.94,34599.82,34599.82,289440000
2021-06-09,34626.16,34654.67,34439.37,34447.14,34447.14,245100000
2021-06-10,34502.51,34737.79,34447.25,34466.24,34466.24,309310000
2021-06-11,34499.81,34618.09,34328.65,34479.6,34479.6,260840000
2021-06-14,34472.52,34472.52,34211.54,34393.75,34393.75,295530000
2021-06-15,34397.1,34420.38,34199.16,34299.33,34299.33,272430000
2021-06-16,34308.48,34333.25,33917.11,34033.67,34033.67,347150000
2021-06-17,34014.38,34091.79,33626.61,33823.45,33823.45,354690000
2021-06-18,33622.7,33622.7,33271.93,33290.08,33290.08,563920000
2021-06-21,33312.07,33908.09,33312.07,33876.97,33876.97,317260000
2021-06-22,33872.56,34040.7,33751.06,33945.58,33945.58,284130000
2021-06-23,33948.54,34009.4,33869.83,33874.24,33874.24,255280000
2021-06-24,33933.91,34233.02,33933.91,34196.82,34196.82,275870000
2021-06-25,34328.1,34501.02,34314.8,34433.84,34433.84,432550000
2021-06-28,34428.1,34449.65,34186.13,34283.27,34283.27,280280000
2021-06-29,34338.89,34469.83,34266.83,34292.29,34292.29,282360000
2021-06-30,34290.74,34553.16,34245.48,34502.51,34502.51,295560000
2021-07-01,34507.32,34640.28,34498.85,34633.53,34633.53,268280000
2021-07-02,34642.42,34821.93,34613.49,34786.35,34786.35,301860000
2021-07-06,34790.16,34814.2,34358.42,34577.37,34577.37,348430000
2021-07-07,34604.17,34708.78,34435.59,34681.79,34681.79,302700000
2021-07-08,34569.01,34569.01,34145.59,34421.93,34421.93,335690000
2021-07-09,34457.51,34893.72,34457.51,34870.16,34870.16,301750000
2021-07-12,34836.75,35014.9,34730.15,34996.18,34996.18,294800000
2021-07-13,34959.96,35018.79,34876.89,34888.79,34888.79,322430000
2021-07-14,34920.83,35069.18,34826.87,34933.23,34933.23,344340000
2021-07-15,34924.81,34990.41,34762.87,34987.02,34987.02,320450000
2021-07-16,35007.94,35090.01,34647.82,34687.85,34687.85,322980000
2021-07-19,34528.48,34528.48,33741.76,33962.04,33962.04,440440000
2021-07-20,33981.79,34621.79,33981.79,34511.99,34511.99,387020000
2021-07-21,34556.96,34820.24,34556.96,34798,34798,317090000
2021-07-22,34799.68,34879.28,34673.03,34823.35,34823.35,291610000
2021-07-23,34855.11,35095.33,34855.11,35061.55,35061.55,314040000
2021-07-26,35055.86,35150.37,34950.19,35144.31,35144.31,259790000
2021-07-27,35078.9,35078.9,34878.07,35058.52,35058.52,326610000
2021-07-28,35109.95,35116.37,34876.84,34930.93,34930.93,347170000
2021-07-29,34985.99,35171.52,34985.99,35084.53,35084.53,222680000
2021-07-30,35013.26,35106.3,34871.13,34935.47,34935.47,276410000
2021-08-02,34968.56,35192.11,34808.2,34838.16,34838.16,238620000
2021-08-03,34864.1,35120.94,34714.33,35116.4,35116.4,259820000
2021-08-04,35047.44,35047.44,34790.62,34792.67,34792.67,245300000
2021-08-05,34815.61,35067.54,34815.61,35064.25,35064.25,216580000
2021-08-06,35077.44,35246.79,35077.44,35208.51,35208.51,231570000
2021-08-09,35229.67,35229.67,35041.24,35101.85,35101.85,207850000
2021-08-10,35135.17,35285.16,35091.91,35264.67,35264.67,255040000
2021-08-11,35300.89,35501.16,35300.89,35484.97,35484.97,232800000
2021-08-12,35481.94,35510.77,35352.53,35499.85,35499.85,231600000
2021-08-13,35551.56,35610.57,35474.78,35515.38,35515.38,236790000
2021-08-16,35490.83,35631.19,35231.87,35625.4,35625.4,292590000
2021-08-17,35500.01,35500.01,35120.31,35343.28,35343.28,309410000
2021-08-18,35310.2,35356.8,34943.41,34960.69,34960.69,289800000
2021-08-19,34874.67,34997.81,34690.25,34894.12,34894.12,333550000
2021-08-20,34917.96,35177.26,34867.07,35120.08,35120.08,269320000
2021-08-23,35160.97,35428.91,35160.97,35335.71,35335.71,245760000
2021-08-24,35382.72,35445.47,35356.18,35366.26,35366.26,228710000
2021-08-25,35388.77,35501.14,35287.63,35405.5,35405.5,237230000
2021-08-26,35449.68,35498.45,35205.1,35213.12,35213.12,239740000
2021-08-27,35231.11,35479.18,35231.11,35455.8,35455.8,240990000
2021-08-30,35471.8,35510.71,35374.46,35399.84,35399.84,245390000
2021-08-31,35391.38,35449.79,35289.86,35360.73,35360.73,337240000
2021-09-01,35387.55,35407.37,35287.05,35312.53,35312.53,265520000
2021-09-02,35353.06,35475.4,35348.48,35443.82,35443.82,263370000
2021-09-03,35401.73,35422.71,35269.4,35369.09,35369.09,221370000
2021-09-07,35373.24,35373.24,35060.9,35100,35100,289830000
2021-09-08,35087.45,35175.15,34925.61,35031.07,35031.07,261880000
2021-09-09,35013.08,35199.89,34847.3,34879.38,34879.38,261330000
2021-09-10,34949.59,35104.25,34599.61,34607.72,34607.72,333230000
2021-09-13,34665.5,34939.1,34665.5,34869.63,34869.63,334190000
2021-09-14,34906.9,34990.36,34510.3,34577.57,34577.57,325140000
2021-09-15,34580.95,34880.77,34522.03,34814.39,34814.39,317490000
2021-09-16,34810.27,34943.55,34540.11,34751.32,34751.32,278270000
2021-09-17,34737.86,34779.86,34519.63,34584.88,34584.88,560630000
2021-09-20,34459.72,34459.72,33613.03,33970.47,33970.47,435780000
2021-09-21,34025.61,34313.88,33914.02,33919.84,33919.84,306970000
2021-09-22,34006.87,34440.42,34006.87,34258.32,34258.32,296590000
2021-09-23,34296.3,34879.78,34296.3,34764.82,34764.82,283890000
2021-09-24,34762.31,34857.06,34648.08,34798,34798,254310000
2021-09-27,34739.27,35061.12,34739.27,34869.37,34869.37,289480000
2021-09-28,34747.7,34798.21,34254.65,34299.99,34299.99,379020000
2021-09-29,34360.08,34580.42,34305.96,34390.72,34390.72,290350000
2021-09-30,34467.98,34557.37,33833.32,33843.92,33843.92,354830000
2021-10-01,33930.7,34490.56,33785.54,34326.46,34326.46,427580000
2021-10-04,34312.96,34410.28,33821.58,34002.92,34002.92,396860000
2021-10-05,34035.25,34490.95,34035.25,34314.67,34314.67,311520000
2021-10-06,34198.96,34432.68,33854.69,34416.99,34416.99,322170000
2021-10-07,34509.72,34975.19,34509.72,34754.94,34754.94,273290000
2021-10-08,34757.57,34842.62,34661.95,34746.25,34746.25,238080000
2021-10-11,34723.79,34951.35,34486.51,34496.06,34496.06,256820000
2021-10-12,34507.15,34611.24,34318.94,34378.34,34378.34,319010000
2021-10-13,34372.71,34449.83,34115.1,34377.81,34377.81,316220000
2021-10-14,34443.22,34923.83,34443.22,34912.56,34912.56,338540000
2021-10-15,35023.63,35320.97,35023.63,35294.76,35294.76,327870000
2021-10-18,35221.02,35327.57,35035.94,35258.61,35258.61,312640000
2021-10-19,35325.37,35462.68,35290.12,35457.31,35457.31,278510000
2021-10-20,35475.16,35669.69,35465.71,35609.34,35609.34,265750000
2021-10-21,35520.32,35612.36,35442.53,35603.08,35603.08,298390000
2021-10-22,35607.72,35765.02,35533.95,35677.02,35677.02,346290000
2021-10-25,35692.62,35787.04,35629.37,35741.15,35741.15,267220000
2021-10-26,35791.05,35892.92,35734.73,35756.88,35756.88,321910000
2021-10-27,35835.43,35835.43,35490.43,35490.69,35490.69,354180000
2021-10-28,35545.41,35742.25,35545.41,35730.48,35730.48,337400000
2021-10-29,35712.28,35852.53,35633.2,35819.56,35819.56,399400000
2021-11-01,35833.65,36009.74,35797.97,35913.84,35913.84,292880000
2021-11-02,35935.11,36088.81,35884.13,36052.63,36052.63,304510000
2021-11-03,36059.09,36178.51,35891.73,36157.58,36157.58,262540000
2021-11-04,36107.46,36168.03,35986.48,36124.23,36124.23,307640000
2021-11-05,36268.75,36484.75,36190.2,36327.95,36327.95,344600000
2021-11-08,36416.46,36565.73,36334.42,36432.22,36432.22,284400000
2021-11-09,36404.53,36416.98,36173.07,36319.98,36319.98,258020000
2021-11-10,36299.25,36346.61,36009.5,36079.94,36079.94,278390000
2021-11-11,36038.78,36108.17,35915.27,35921.23,35921.23,270320000
2021-11-12,35963.78,36147.63,35934.59,36100.31,36100.31,293180000
2021-11-15,36128.83,36236.07,36031.78,36087.45,36087.45,280660000
2021-11-16,36076.18,36316.61,36076.18,36142.22,36142.22,308290000
2021-11-17,36159.7,36159.7,35909.48,35931.05,35931.05,358310000
2021-11-18,35901.69,35952.63,35654.39,35870.95,35870.95,435080000
2021-11-19,35879.09,35879.09,35555.37,35601.98,35601.98,408840000
2021-11-22,35631.41,35929.66,35615.55,35619.25,35619.25,420810000
2021-11-23,35619.92,35841.52,35542.87,35813.8,35813.8,392520000
2021-11-24,35752.31,35825.47,35591.03,35804.38,35804.38,280960000
2021-11-26,35366.69,35366.69,34749.8,34899.34,34899.34,324580000
2021-11-29,35017.71,35287.91,34895.89,35135.94,35135.94,416040000
2021-11-30,35056.99,35056.99,34424.44,34483.72,34483.72,678800000
2021-12-01,34678.94,35004.64,34006.98,34022.04,34022.04,496000000
2021-12-02,34076.25,34759.65,34076.25,34639.79,34639.79,466900000
2021-12-03,34692.78,34801.31,34264.57,34580.08,34580.08,439550000
2021-12-06,34633.43,35356.75,34633.43,35227.03,35227.03,416720000
2021-12-07,35423.99,35819.47,35423.99,35719.43,35719.43,474940000
2021-12-08,35716.85,35840.52,35602.65,35754.75,35754.75,387650000
